NT08AB0001	NT16AB0001	NT17AB0001	NT20ABA0020
NT08AB0476	NT16AB3290	NT17AB2884	NT20ABA0545
NT08AB0477	NT16AB3289	NT17AB2883	NT20ABA0546
NT08AB0478	NT16AB3288	NT17AB2882	NT20ABA0547
NT08AB0479	NT16AB3287	NT17AB2881	NT20ABA0548
NT08AB0480	NT16AB3286	NT17AB2880	NT20ABA0549
NT08AB0481	NT16AB3285	NT17AB2879	NT20ABA0550
NT08AB0482	NT16AB3284	----------	NT20ABA0551
NT08AB0483	NT16AB3283	NT17AB2878	NT20ABA0552
NT08AB0484	NT16AB3282	NT17AB2877	NT20ABA0553
NT08AB0485	NT16AB3281	NT17AB2876	NT20ABA0554
NT08AB0486	NT16AB3280	NT17AB2875	NT20ABA0555
NT08AB0487	NT16AB3279	NT17AB2874	NT20ABA0556
NT08AB0488	NT16AB3278	NT17AB2873	NT20ABA0557
NT08AB0489	NT16AB3277	NT17AB2872	NT20ABA0558
NT08AB0490	NT16AB3276	NT17AB2871	NT20ABA0559
NT08AB0491	NT16AB3275	NT17AB2870	NT20ABA0560
NT08AB0492	NT16AB3274	NT17AB2869	NT20ABA0561
NT08AB0493	NT16AB3273	NT17AB2868	NT20ABA0562
NT08AB0494	NT16AB3272	NT17AB2867	NT20ABA0563
NT08AB0495	NT16AB3271	NT17AB2866	NT20ABA0564
NT08AB0496	NT16AB3270	NT17AB2865	NT20ABA0565
NT08AB0497	NT16AB3269	NT17AB2864	NT20ABA0566
NT08AB0498	NT16AB3268	NT17AB2861	NT20ABA0587
NT08AB0499	NT16AB3260	NT17AB2860	NT20ABA0588
NT08AB0500	NT16AB3259	NT17AB2859	NT20ABA0589
NT08AB0501	NT16AB3258	NT17AB2858	NT20ABA0590
NT08AB0502	NT16AB3257	NT17AB2857	NT20ABA0591
NT08AB0503	NT16AB3256	NT17AB2854	NT20ABA0592
NT08AB0504	NT16AB3255	NT17AB2853	NT20ABA0593
NT08AB0505	NT16AB3254	NT17AB2852	NT20ABA0594
NT08AB0506	NT16AB3253	NT17AB2851	NT20ABA0595
NT08AB0507	NT16AB3252	NT17AB2850	NT20ABA0596
NT08AB0508	NT16AB3251	NT17AB2849	NT20ABA0597
NT08AB0509	NT16AB3250	NT17AB2848	NT20ABA0598
NT08AB0510	NT16AB3249	NT17AB2847	NT20ABA0599
NT08AB0511	NT16AB3248	NT17AB2846	NT20ABA0600
NT08AB0512	NT16AB3247	NT17AB2845	NT20ABA0601
NT08AB0513	NT16AB3246	NT17AB2844	NT20ABA0602
NT08AB0514	----------	----------	----------
NT08AB0515	NT16AB3245	NT17AB2843	NT20ABA0603
NT08AB0516	NT16AB3244	NT17AB2842	NT20ABA0604
NT08AB0517	NT16AB3243	NT17AB2841	NT20ABA0605
NT08AB0518	NT16AB3242	----------	NT20ABA0606
NT08AB0519	NT16AB3241	NT17AB2839	NT20ABA0607
NT08AB0520	NT16AB3240	NT17AB2838	NT20ABA0608
NT08AB0521	NT16AB3239	NT17AB2837	NT20ABA0609
NT08AB0522	NT16AB3238	NT17AB2836	NT20ABA0610
NT08AB0523	NT16AB3237	NT17AB2833	NT20ABA0611
NT08AB0524	----------	----------	----------
NT08AB0525	NT16AB3236	NT17AB2832	NT20ABA0612
NT08AB0526	NT16AB3235	NT17AB2831	NT20ABA0613
NT08AB0527	NT16AB3234	NT17AB2830	NT20ABA0614
NT08AB0528	NT16AB3233	NT17AB2829	NT20ABA0615
NT08AB0529	NT16AB3232	NT17AB2828	NT20ABA0616
NT08AB0530	NT16AB3231	NT17AB2827	NT20ABA0617
NT08AB0531	----------	----------	----------
NT08AB0532	NT16AB3230	NT17AB2826	NT20ABA0618
NT08AB0533	NT16AB3229	NT17AB2825	NT20ABA0619
NT08AB0534	NT16AB3228	NT17AB2824	NT20ABA0620
NT08AB0535	NT16AB3227	NT17AB2823	NT20ABA0621
NT08AB0536	NT16AB3226	NT17AB2822	NT20ABA0622
NT08AB0537	NT16AB3225	NT17AB2820	NT20ABA0623
NT08AB0538	NT16AB3224	NT17AB2819	NT20ABA0624
NT08AB0539	NT16AB3223	NT17AB2818	NT20ABA0625
NT08AB0540	NT16AB3222	NT17AB2817	NT20ABA0626
NT08AB0541	NT16AB3221	NT17AB2816	NT20ABA0627
NT08AB0542	NT16AB3220	NT17AB2815	NT20ABA0628
NT08AB0543	----------	----------	----------
NT08AB0544	----------	----------	----------
NT08AB0545	----------	----------	----------
NT08AB0546	----------	----------	----------
NT08AB0547	----------	----------	----------
NT08AB0548	----------	----------	----------
NT08AB0549	----------	----------	----------
NT08AB0550	----------	----------	----------
NT08AB0551	----------	----------	----------
NT08AB0552	----------	----------	----------
NT08AB0553	----------	----------	----------
NT08AB0554	----------	----------	----------
NT08AB0555	----------	----------	----------
NT08AB0556	----------	----------	----------
NT08AB0557	----------	----------	----------
NT08AB0558	----------	----------	----------
NT08AB0559	----------	----------	----------
NT08AB0560	----------	----------	----------
NT08AB0561	----------	----------	----------
NT08AB0562	----------	----------	----------
NT08AB0563	NT16AB3219	NT17AB2813	NT20ABA0629
NT08AB0564	NT16AB3218	NT17AB2812	NT20ABA0630
NT08AB0565	NT16AB3217	NT17AB2811	NT20ABA0631
NT08AB0566	NT16AB3216	NT17AB2810	NT20ABA0632
NT08AB0567	NT16AB3215	NT17AB2809	NT20ABA0633
NT08AB0568	NT16AB3214	NT17AB2808	NT20ABA0634
NT08AB0569	NT16AB3213	NT17AB2807	NT20ABA0635
NT08AB0570	NT16AB3212	NT17AB2806	NT20ABA0636
NT08AB0571	NT16AB3211	NT17AB2805	NT20ABA0637
NT08AB0572	NT16AB3210	NT17AB2804	NT20ABA0638
NT08AB0573	----------	----------	----------
NT08AB0574	NT16AB3209	NT17AB2803	NT20ABA0639
NT08AB0575	NT16AB3208	NT17AB2802	NT20ABA0640
NT08AB0576	NT16AB3207	NT17AB2801	NT20ABA0641
NT08AB0577	----------	----------	----------
NT08AB0578	NT16AB3206	NT17AB2800	NT20ABA0642
NT08AB0579	NT16AB3205	NT17AB2799	NT20ABA0643
NT08AB0580	NT16AB3204	NT17AB2798	NT20ABA0644
NT08AB0581	NT16AB3203	NT17AB2797	NT20ABA0645
NT08AB0582	NT16AB3202	NT17AB2796	NT20ABA0646
NT08AB0583	NT16AB3201	NT17AB2795	NT20ABA0647
NT08AB0584	NT16AB3200	----------	NT20ABA0648
NT08AB0585	NT16AB3199	----------	NT20ABA0649
NT08AB0586	NT16AB3198	----------	NT20ABA0650
NT08AB0587	----------	NT17AB1311	NT20ABA1197
NT08AB0588	----------	----------	----------
NT08AB0589	----------	----------	----------
NT08AB0590	----------	----------	----------
NT08AB0591	NT16AB3197	NT17AB2789	NT20ABA0651
NT08AB0592	----------	----------	----------
NT08AB0593	NT16AB3196	NT17AB2788	NT20ABA0653
NT08AB0594	NT16AB3195	NT17AB2787	NT20ABA0654
NT08AB0595	NT16AB3194	NT17AB2786	NT20ABA0655
NT08AB0596	NT16AB3193	NT17AB2785	NT20ABA0656
NT08AB0597	NT16AB3192	NT17AB2783	NT20ABA0657
NT08AB0598	NT16AB3191	----------	NT20ABA0658
NT08AB0599	NT16AB3190	NT17AB2782	NT20ABA0659
NT08AB0600	NT16AB3189	NT17AB2781	NT20ABA0660
NT08AB0601	NT16AB3188	NT17AB2780	NT20ABA0662
NT08AB0602	NT16AB3163	NT17AB2779	NT20ABA0687
NT08AB0603	NT16AB3162	NT17AB2778	NT20ABA0688
NT08AB0604	NT16AB3161	NT17AB2777	NT20ABA0689
NT08AB0605	NT16AB3160	NT17AB2776	NT20ABA0690
NT08AB0606	NT16AB3159	NT17AB2775	NT20ABA0691
NT08AB0607	NT16AB3158	NT17AB2774	NT20ABA0692
NT08AB0608	NT16AB3157	NT17AB2773	NT20ABA0693
NT08AB0609	NT16AB3156	NT17AB2771	NT20ABA0694
NT08AB0610	NT16AB3155	NT17AB2770	NT20ABA0695
NT08AB0611	NT16AB3154	NT17AB2769	NT20ABA0696
NT08AB0612	NT16AB3153	NT17AB2768	NT20ABA0697
NT08AB0613	NT16AB3152	NT17AB2767	NT20ABA0698
NT08AB0614	NT16AB3151	NT17AB2766	NT20ABA0700
NT08AB0615	NT16AB3150	NT17AB2765	NT20ABA0701
NT08AB0616	NT16AB3149	NT17AB2764	NT20ABA0702
NT08AB0617	----------	----------	----------
NT08AB0618	NT16AB3148	NT17AB2763	NT20ABA0703
NT08AB0619	NT16AB3147	NT17AB2760	NT20ABA0704
NT08AB0620	NT16AB3146	NT17AB2759	NT20ABA0705
NT08AB0621	NT16AB3145	NT17AB2758	NT20ABA0706
NT08AB0622	NT16AB3144	NT17AB2757	NT20ABA0707
NT08AB0623	NT16AB3143	NT17AB2756	NT20ABA0708
NT08AB0624	NT16AB3142	NT17AB2755	NT20ABA0709
NT08AB0625	----------	----------	----------
NT08AB0626	NT16AB3141	NT17AB2754	NT20ABA0710
NT08AB0627	NT16AB3140	NT17AB2753	NT20ABA0711
NT08AB0628	NT16AB3139	NT17AB2752	NT20ABA0712
NT08AB0629	NT16AB3138	NT17AB2751	NT20ABA0713
NT08AB0630	NT16AB3137	NT17AB2746	NT20ABA0714
NT08AB0631	NT16AB3136	NT17AB2745	NT20ABA0715
NT08AB0632	NT16AB3135	NT17AB2744	NT20ABA0716
NT08AB0633	NT16AB3134	NT17AB2743	NT20ABA0717
NT08AB0634	NT16AB3133	NT17AB2742	NT20ABA0718
NT08AB0635	NT16AB3132	NT17AB2738	NT20ABA0719
NT08AB0636	NT16AB3131	NT17AB2737	NT20ABA0720
NT08AB0637	NT16AB3130	NT17AB2736	NT20ABA0721
NT08AB0638	----------	----------	----------
NT08AB0639	----------	NT17AB2735	----------
NT08AB0640	----------	NT17AB2734	----------
NT08AB0641	NT16AB3128	NT17AB2733	NT20ABA0723
NT08AB0642	----------	----------	----------
NT08AB0643	NT16AB3127	NT17AB2730	NT20ABA0724
NT08AB0644	NT16AB3126	NT17AB2729	NT20ABA0725
NT08AB0645	NT16AB3125	NT17AB2728	NT20ABA0726
NT08AB0646	NT16AB3124	NT17AB2727	NT20ABA0727
NT08AB0647	NT16AB3123	NT17AB2726	NT20ABA0728
NT08AB0648	----------	----------	----------
NT08AB0649	NT16AB3122	NT17AB2725	NT20ABA0729
NT08AB0650	NT16AB3121	NT17AB2724	NT20ABA0730
NT08AB0651	NT16AB3120	NT17AB2723	NT20ABA0731
NT08AB0652	NT16AB3119	NT17AB2722	NT20ABA0732
NT08AB0653	NT16AB3118	NT17AB2721	NT20ABA0733
NT08AB0654	NT16AB3117	NT17AB2720	NT20ABA0734
NT08AB0655	NT16AB3116	NT17AB2719	NT20ABA0735
NT08AB0656	NT16AB3115	NT17AB2718	NT20ABA0737
NT08AB0657	NT16AB3114	NT17AB2717	NT20ABA0736
NT08AB0658	NT16AB3113	NT17AB2716	NT20ABA0738
NT08AB0659	NT16AB3112	NT17AB2715	NT20ABA0739
NT08AB0660	NT16AB3111	NT17AB2713	NT20ABA0740
NT08AB0661	NT16AB3110	NT17AB2712	NT20ABA0742
NT08AB0662	NT16AB3109	NT17AB2711	NT20ABA0743
NT08AB0663	NT16AB3108	NT17AB2710	NT20ABA0744
NT08AB0664	NT16AB3107	NT17AB2709	NT20ABA0745
NT08AB0665	NT16AB3106	NT17AB2708	NT20ABA0746
NT08AB0666	NT16AB3105	NT17AB2707	NT20ABA0747
NT08AB0667	----------	----------	----------
NT08AB0668	----------	----------	----------
NT08AB0669	----------	----------	----------
NT08AB0670	----------	NT17AB2571	----------
NT08AB0671	----------	----------	----------
NT08AB0672	----------	----------	----------
NT08AB0673	----------	----------	----------
NT08AB0674	----------	----------	----------
NT08AB0675	----------	----------	----------
NT08AB0676	----------	----------	----------
NT08AB0677	----------	----------	----------
NT08AB0678	----------	----------	----------
NT08AB0679	----------	----------	----------
NT08AB0680	----------	----------	----------
NT08AB0681	NT16ABA0009	NT17AB3211	NT20ABA3172
NT08AB0682	----------	----------	----------
NT08AB0683	----------	----------	----------
NT08AB0684	----------	----------	----------
NT08AB0685	----------	----------	----------
NT08AB0686	----------	----------	----------
NT08AB0687	----------	----------	----------
NT08AB0688	----------	----------	----------
NT08AB0689	----------	----------	----------
NT08AB0690	----------	----------	----------
NT08AB0691	----------	----------	----------
NT08AB0692	----------	----------	----------
NT08AB0693	----------	----------	----------
NT08AB0694	----------	----------	----------
NT08AB0695	----------	----------	----------
NT08AB0696	----------	----------	----------
NT08AB0697	----------	----------	----------
NT08AB0698	----------	----------	----------
NT08AB0699	----------	----------	----------
NT08AB0700	----------	----------	----------
NT08AB0701	----------	----------	----------
NT08AB0702	----------	----------	----------
NT08AB0703	----------	----------	----------
NT08AB0704	----------	----------	----------
NT08AB0705	----------	----------	----------
NT08AB0706	----------	----------	----------
NT08AB0707	----------	NT17AB2312	----------
NT08AB0708	----------	----------	----------
NT08AB0709	----------	----------	----------
NT08AB0710	----------	----------	----------
NT08AB0711	----------	----------	----------
NT08AB0712	----------	----------	----------
NT08AB0713	----------	----------	----------
NT08AB0714	----------	----------	----------
NT08AB0715	----------	----------	----------
NT08AB0716	----------	----------	----------
NT08AB0717	----------	----------	----------
NT08AB0718	----------	----------	----------
NT08AB0719	----------	----------	----------
NT08AB0720	----------	----------	----------
NT08AB0721	----------	----------	----------
NT08AB0722	----------	----------	----------
NT08AB0723	----------	----------	----------
NT08AB0724	----------	----------	----------
NT08AB0725	----------	----------	----------
NT08AB0726	----------	----------	----------
NT08AB0727	----------	----------	----------
NT08AB0728	----------	----------	----------
NT08AB0729	----------	----------	----------
NT08AB0730	----------	----------	----------
NT08AB0731	----------	----------	----------
NT08AB0732	----------	----------	----------
NT08AB0733	----------	----------	----------
NT08AB0734	----------	----------	----------
NT08AB0735	----------	----------	----------
NT08AB0736	----------	----------	----------
NT08AB0737	----------	----------	----------
NT08AB0738	----------	----------	----------
NT08AB0739	----------	----------	----------
NT08AB0740	----------	----------	----------
NT08AB0741	----------	----------	----------
NT08AB0742	----------	----------	----------
NT08AB0743	----------	----------	----------
NT08AB0744	----------	----------	----------
NT08AB0745	----------	----------	----------
NT08AB0746	----------	----------	----------
NT08AB0747	----------	----------	----------
NT08AB0748	----------	----------	----------
NT08AB0749	----------	----------	----------
NT08AB0750	----------	----------	----------
NT08AB0751	----------	----------	----------
NT08AB0752	----------	----------	----------
NT08AB0753	----------	----------	----------
NT08AB0754	----------	----------	----------
NT08AB0755	----------	----------	----------
NT08AB0756	----------	----------	----------
NT08AB0757	----------	----------	----------
NT08AB0758	----------	----------	----------
NT08AB0759	----------	----------	----------
NT08AB0760	----------	----------	----------
NT08AB0761	----------	----------	----------
NT08AB0762	----------	----------	----------
NT08AB0763	----------	----------	----------
NT08AB0764	----------	----------	----------
NT08AB0765	----------	----------	NT20ABA0271
NT08AB0766	----------	----------	----------
NT08AB0767	----------	----------	----------
NT08AB0768	----------	----------	----------
NT08AB0769	----------	----------	----------
NT08AB0770	----------	----------	----------
NT08AB0771	----------	----------	----------
NT08AB0772	----------	----------	----------
NT08AB0773	NT16AB3598	----------	NT20ABA0257
NT08AB0774	----------	----------	----------
NT08AB0775	NT16ABA0054	----------	----------
NT08AB0776	----------	----------	----------
NT08AB0777	----------	----------	----------
NT08AB0778	----------	----------	----------
NT08AB0779	----------	----------	----------
NT08AB0780	----------	----------	----------
NT08AB0781	----------	----------	----------
NT08AB0782	----------	----------	----------
NT08AB0783	----------	----------	----------
NT08AB0784	----------	----------	----------
NT08AB0785	----------	----------	----------
NT08AB0786	NT16AB3594	----------	NT20ABA0261
NT08AB0787	----------	----------	----------
NT08AB0788	NT16AB3593	----------	NT20ABA0262
NT08AB0789	NT16AB3595	----------	NT20ABA0260
NT08AB0790	NT16AB3524	----------	NT20ABA0306
NT08AB0791	----------	----------	----------
NT08AB0792	NT16AB3557	----------	----------
NT08AB0793	----------	----------	----------
NT08AB0794	NT16AB3555	----------	----------
NT08AB0795	NT16AB3823	----------	NT20ABA0570
NT08AB0796	NT16AB2599	----------	NT20ABA0951
NT08AB0797	----------	----------	----------
NT08AB0808	NT16AB3099	NT17AB2662	NT20ABA0753
NT08AB0809	NT16AB3098	NT17AB2661	NT20ABA0754
NT08AB0810	NT16AB3097	NT17AB2660	NT20ABA0755
NT08AB0811	NT16AB3096	NT17AB2659	NT20ABA0756
NT08AB0812	NT16AB3095	NT17AB2658	NT20ABA0757
NT08AB0813	NT16AB3094	NT17AB2657	NT20ABA0758
NT08AB0814	NT16AB3093	NT17AB2656	NT20ABA0761
NT08AB0815	NT16AB3092	NT17AB2655	NT20ABA0762
NT08AB0816	NT16AB3091	NT17AB2653	NT20ABA0763
NT08AB0817	NT16AB3090	NT17AB2652	NT20ABA0764
NT08AB0818	NT16AB3089	NT17AB2651	NT20ABA0765
NT08AB0819	NT16AB3088	NT17AB2650	NT20ABA0766
NT08AB0820	NT16AB3087	NT17AB2649	NT20ABA0767
NT08AB0821	NT16AB3086	NT17AB2648	NT20ABA0768
NT08AB0822	NT16AB3085	NT17AB2644	NT20ABA0769
NT08AB0823	NT16AB3084	NT17AB2643	NT20ABA0770
NT08AB0824	NT16AB3083	NT17AB2642	NT20ABA0771
NT08AB0825	NT16AB3082	NT17AB2641	NT20ABA0772
NT08AB0826	NT16AB3081	NT17AB2640	NT20ABA0773
NT08AB0827	NT16AB3080	NT17AB2639	NT20ABA0774
NT08AB0828	----------	----------	----------
NT08AB0829	NT16AB3078	NT17AB2636	NT20ABA0776
NT08AB0830	NT16AB3079	NT17AB2638	NT20ABA0775
NT08AB0831	NT16AB3077	NT17AB2635	NT20ABA0777
NT08AB0832	NT16AB3076	NT17AB2634	NT20ABA0778
NT08AB0833	NT16AB3075	NT17AB2633	NT20ABA0779
NT08AB0834	NT16AB3074	----------	NT20ABA0780
NT08AB0835	NT16AB3073	NT17AB2631	NT20ABA0781
NT08AB0836	NT16AB3072	NT17AB2630	NT20ABA0782
NT08AB0837	NT16AB3071	NT17AB2629	NT20ABA0783
NT08AB0838	NT16AB3070	NT17AB2628	NT20ABA0784
NT08AB0839	NT16AB3069	NT17AB2627	NT20ABA0785
NT08AB0840	NT16AB3068	NT17AB2626	NT20ABA0786
NT08AB0845	NT16AB3063	NT17AB2578	NT20ABA0791
NT08AB0846	NT16AB3062	NT17AB2577	NT20ABA0792
NT08AB0847	NT16AB3061	NT17AB2575	NT20ABA0793
NT08AB0848	NT16AB3060	NT17AB2574	NT20ABA0794
NT08AB0849	NT16AB3059	NT17AB2573	NT20ABA0795
NT08AB0850	NT16AB3058	NT17AB2572	NT20ABA0796
NT08AB0851	NT16AB3057	NT17AB2569	NT20ABA0797
NT08AB0852	NT16AB3056	----------	NT20ABA0798
NT08AB0853	NT16AB3055	NT17AB2567	NT20ABA0799
NT08AB0854	NT16AB3054	NT17AB2566	NT20ABA0800
NT08AB0855	NT16AB3053	NT17AB2565	NT20ABA0801
NT08AB0856	NT16AB3052	NT17AB2563	NT20ABA0802
NT08AB0857	NT16AB3051	----------	NT20ABA0803
NT08AB0858	NT16AB3050	----------	NT20ABA0804
NT08AB0859	NT16AB3049	----------	NT20ABA0805
NT08AB0860	NT16AB3048	----------	NT20ABA0806
NT08AB0861	NT16AB3047	NT17AB2562	NT20ABA0807
NT08AB0862	NT16AB3046	NT17AB2561	NT20ABA0808
NT08AB0863	NT16AB3045	NT17AB2560	NT20ABA0809
NT08AB0864	NT16AB3044	NT17AB2559	NT20ABA0810
NT08AB0865	NT16AB3043	NT17AB2558	NT20ABA0811
NT08AB0866	----------	----------	----------
NT08AB0867	NT16AB3042	----------	NT20ABA0812
NT08AB0868	----------	----------	----------
NT08AB0869	NT16AB3040	----------	NT20ABA0814
NT08AB0870	----------	----------	----------
NT08AB0871	----------	----------	----------
NT08AB0872	----------	----------	----------
NT08AB0873	NT16AB3035	----------	NT20ABA0819
NT08AB0874	NT16AB3034	NT17AB2554	NT20ABA0820
NT08AB0875	NT16AB3033	NT17AB2553	NT20ABA0821
NT08AB0876	NT16AB3032	NT17AB2552	NT20ABA0822
NT08AB0877	NT16AB3031	NT17AB2551	NT20ABA0824
NT08AB0878	NT16AB3030	NT17AB2550	NT20ABA0825
NT08AB0879	NT16AB3029	NT17AB2549	NT20ABA0826
NT08AB0880	NT16AB3028	NT17AB2548	NT20ABA0827
NT08AB0881	NT16AB3027	NT17AB2546	NT20ABA0828
NT08AB0882	NT16AB3026	NT17AB2545	NT20ABA0829
NT08AB0883	NT16AB3025	NT17AB2544	NT20ABA0830
NT08AB0884	NT16AB3024	NT17AB2543	NT20ABA0831
NT08AB0885	NT16AB3023	NT17AB2542	NT20ABA0832
NT08AB0886	NT16AB3022	NT17AB2541	NT20ABA0833
NT08AB0887	NT16AB3021	NT17AB2540	NT20ABA0834
NT08AB0888	NT16AB3020	NT17AB2539	NT20ABA0835
NT08AB0889	NT16AB3019	NT17AB2538	NT20ABA0836
NT08AB0890	NT16AB3018	NT17AB2537	NT20ABA0837
NT08AB0891	NT16AB3017	NT17AB2536	NT20ABA0838
NT08AB0892	NT16AB3016	NT17AB2535	NT20ABA0839
NT08AB0893	NT16AB3015	NT17AB2534	NT20ABA0840
NT08AB0894	NT16AB3014	NT17AB2533	NT20ABA0841
NT08AB0895	NT16AB3013	NT17AB2532	NT20ABA0842
NT08AB0896	NT16AB3012	----------	NT20ABA0843
NT08AB0897	NT16AB3011	NT17AB2531	NT20ABA0844
NT08AB0898	NT16AB3010	NT17AB2530	NT20ABA0845
NT08AB0899	NT16AB3009	NT17AB2529	NT20ABA0846
NT08AB0900	NT16AB3008	----------	NT20ABA0847
NT08AB0901	NT16AB3007	NT17AB2528	NT20ABA0848
NT08AB0902	NT16AB3006	----------	NT20ABA0849
NT08AB0903	NT16AB3005	NT17AB2527	NT20ABA0850
NT08AB0904	NT16AB3004	NT17AB2526	NT20ABA0851
NT08AB0905	----------	----------	----------
NT08AB0906	NT16AB3003	NT17AB2525	NT20ABA0852
NT08AB0907	NT16AB3002	NT17AB2524	NT20ABA0853
NT08AB0908	NT16AB3001	NT17AB2523	NT20ABA0854
NT08AB0909	NT16AB3000	NT17AB2522	NT20ABA0855
NT08AB0910	NT16AB2999	----------	NT20ABA0856
NT08AB0911	NT16AB2998	NT17AB2521	NT20ABA0857
NT08AB0912	NT16AB2997	NT17AB2520	NT20ABA0858
NT08AB0913	NT16AB2996	NT17AB2519	NT20ABA0859
NT08AB0914	NT16AB2995	NT17AB2518	NT20ABA0860
NT08AB0915	NT16AB2994	----------	NT20ABA0861
NT08AB0916	NT16AB2993	NT17AB2515	NT20ABA0862
NT08AB0917	NT16AB2992	NT17AB2514	NT20ABA0863
NT08AB0918	NT16AB2991	NT17AB2513	NT20ABA0864
NT08AB0919	NT16AB2990	NT17AB2512	NT20ABA0865
NT08AB0920	NT16AB2989	NT17AB2511	NT20ABA0867
NT08AB0921	NT16AB2988	NT17AB2510	NT20ABA0868
NT08AB0922	NT16AB2987	NT17AB2509	NT20ABA0869
NT08AB0923	NT16AB2986	NT17AB2502	NT20ABA0870
NT08AB0924	NT16AB2985	NT17AB2500	NT20ABA0871
NT08AB0925	NT16AB2984	NT17AB2499	NT20ABA0872
NT08AB0926	----------	----------	----------
NT08AB0927	NT16AB2983	NT17AB2498	NT20ABA0873
NT08AB0928	NT16AB2982	NT17AB2497	NT20ABA0874
NT08AB0929	NT16AB2981	NT17AB2496	NT20ABA0875
NT08AB0930	NT16AB2980	NT17AB2495	NT20ABA0876
NT08AB0931	NT16AB2979	NT17AB2494	NT20ABA0877
NT08AB0932	NT16AB2978	NT17AB2493	NT20ABA0878
NT08AB0933	NT16AB2977	NT17AB2492	NT20ABA0879
NT08AB0934	NT16AB2976	NT17AB2491	NT20ABA0880
NT08AB0935	----------	----------	----------
NT08AB0936	NT16AB2975	NT17AB2490	NT20ABA0881
NT08AB0937	NT16AB2974	NT17AB2489	NT20ABA0882
NT08AB0938	NT16AB2973	NT17AB2488	NT20ABA0883
NT08AB0939	NT16AB2972	NT17AB2487	NT20ABA0884
NT08AB0940	NT16AB2971	NT17AB2486	NT20ABA0885
NT08AB0941	NT16AB2970	NT17AB2485	NT20ABA0887
NT08AB0942	NT16AB2969	NT17AB2484	NT20ABA0888
NT08AB0943	NT16AB2968	NT17AB2483	NT20ABA0889
NT08AB0944	NT16AB2967	NT17AB2482	NT20ABA0890
NT08AB0945	NT16AB2966	NT17AB2481	NT20ABA0891
NT08AB0946	NT16AB2965	NT17AB2480	NT20ABA0892
NT08AB0947	NT16AB2964	NT17AB2479	NT20ABA0893
NT08AB0948	NT16AB2963	NT17AB2477	NT20ABA0894
NT08AB0949	NT16AB2962	NT17AB2476	NT20ABA0895
NT08AB0950	NT16AB2961	NT17AB2475	NT20ABA0897
NT08AB0951	NT16AB2960	NT17AB2474	NT20ABA0898
NT08AB0952	NT16AB2959	NT17AB2473	NT20ABA0899
NT08AB0953	NT16AB2958	NT17AB2472	NT20ABA0900
NT08AB0954	NT16AB2957	NT17AB2471	NT20ABA0901
NT08AB0955	NT16AB2956	NT17AB2470	NT20ABA0902
NT08AB0956	NT16AB2955	NT17AB2469	NT20ABA0903
NT08AB0957	NT16AB2954	NT17AB2468	NT20ABA0904
NT08AB0959	----------	----------	----------
NT08AB0960	NT16AB2952	NT17AB2465	NT20ABA0906
NT08AB0961	NT16AB2951	NT17AB2462	NT20ABA0907
NT08AB0962	NT16AB2950	NT17AB2461	NT20ABA0908
NT08AB0963	NT16AB2949	NT17AB2460	NT20ABA0909
NT08AB0964	----------	----------	----------
NT08AB0965	NT16AB2948	NT17AB2459	NT20ABA0910
NT08AB0966	NT16AB2947	NT17AB2458	NT20ABA0911
NT08AB0971	NT16AB2942	NT17AB2455	NT20ABA0916
NT08AB0972	NT16AB2941	NT17AB2454	NT20ABA0917
NT08AB0973	NT16AB2940	NT17AB2453	NT20ABA0919
NT08AB0974	NT16AB2939	NT17AB2452	NT20ABA0918
NT08AB0975	----------	----------	----------
NT08AB0976	NT16AB2938	NT17AB2451	NT20ABA0920
NT08AB0977	NT16AB2937	NT17AB2450	NT20ABA0921
NT08AB0978	NT16AB2936	NT17AB2449	NT20ABA0922
NT08AB0979	NT16AB2935	NT17AB2448	NT20ABA0923
NT08AB0980	NT16AB2934	NT17AB2447	NT20ABA0924
NT08AB0981	NT16AB2933	NT17AB2421	NT20ABA0925
NT08AB0982	NT16AB2932	NT17AB2420	NT20ABA0926
NT08AB0985	NT16AB2929	----------	NT20ABA0929
NT08AB0986	NT16AB2928	----------	NT20ABA0930
NT08AB0987	NT16AB2927	----------	NT20ABA0931
NT08AB0988	NT16AB2926	----------	NT20ABA0932
NT08AB0989	NT16AB2925	----------	NT20ABA0933
NT08AB0990	NT16AB2921	----------	NT20ABA0934
NT08AB0991	NT16AB2920	NT17AB2416	NT20ABA0935
NT08AB0992	----------	----------	----------
NT08AB0993	NT16AB2919	NT17AB2415	NT20ABA0937
NT08AB0995	NT16AB2917	NT17AB2413	NT20ABA0939
NT08AB0996	----------	----------	----------
NT08AB0997	NT16AB2916	NT17AB2412	NT20ABA0940
NT08AB0998	NT16AB2915	NT17AB2411	NT20ABA0941
NT08AB0999	NT16AB2914	NT17AB2410	NT20ABA0942
NT08AB1000	NT16AB2913	NT17AB2409	NT20ABA0943
NT08AB1001	NT16AB2912	NT17AB2408	NT20ABA0944
NT08AB1002	----------	----------	----------
NT08AB1003	NT16AB2911	NT17AB2407	NT20ABA0945
NT08AB1004	NT16AB2910	NT17AB2406	NT20ABA0946
NT08AB1005	NT16AB2909	NT17AB2405	NT20ABA0947
NT08AB1006	NT16AB2908	NT17AB2404	NT20ABA0948
NT08AB1007	NT16AB2907	NT17AB2403	NT20ABA0949
NT08AB1008	NT16AB2906	NT17AB2402	NT20ABA0950
