NT08AB0001	NT16AB0001 (99.78%)	NT17AB0001 (99.26%)	NT20ABA0020 (99.78%)
NT08AB0321	NT16AB3437 (99.15%)	NT17AB3035 (99.15%)	NT20ABA0393 (99.15%)
NT08AB0322			
NT08AB0323	NT16AB3436 (100.00%)	NT17AB3034 (100.00%)	NT20ABA0394 (100.00%)
NT08AB0324	NT16AB3435 (97.00%)	NT17AB3033 (98.08%)	NT20ABA0395 (97.00%)
NT08AB0325	NT16AB3434 (99.74%)	NT17AB3032 (99.44%)	NT20ABA0396 (99.74%)
NT08AB0326	NT16AB3433 (100.00%)	NT17AB3031 (99.36%)	NT20ABA0397 (100.00%)
NT08AB0327	NT16AB3432 (98.41%)	NT17AB3029 (97.51%)	NT20ABA0398 (98.41%)
NT08AB0328	NT16AB3431 (100.00%)		NT20ABA0399 (100.00%)
NT08AB0329	NT16AB3430 (98.38%)	NT17AB3027 (96.76%)	NT20ABA0400 (98.38%)
NT08AB0330			
NT08AB0331	NT16AB3429 (98.16%)	NT17AB3026 (100.00%)	NT20ABA0401 (98.16%)
NT08AB0332			
NT08AB0333	NT16AB3428 (99.49%)	NT17AB3025 (99.49%)	NT20ABA0402 (99.49%)
NT08AB0334	NT16AB3427 (99.82%)	NT17AB3024 (99.82%)	NT20ABA0403 (99.82%)
NT08AB0335			
NT08AB0336	NT16AB3425 (100.00%)	NT17AB3023 (99.62%)	NT20ABA0405 (100.00%)
NT08AB0337	NT16AB3424 (100.00%)	NT17AB3022 (98.86%)	NT20ABA0406 (100.00%)
NT08AB0338	NT16AB3423 (100.00%)	NT17AB3021 (99.65%)	NT20ABA0407 (100.00%)
NT08AB0339	NT16AB3422 (98.11%)	NT17AB3020 (98.48%)	NT20ABA0408 (98.11%)
NT08AB0340	NT16AB3421 (100.00%)	NT17AB3019 (100.00%)	NT20ABA0409 (100.00%)
NT08AB0341	NT16AB3420 (96.17%)	NT17AB3018 (100.00%)	NT20ABA0410 (96.17%)
NT08AB0342			
NT08AB0343	NT16AB3419 (99.51%)	NT17AB3014 (98.03%)	NT20ABA0411 (99.51%)
NT08AB0344	NT16AB3418 (100.00%)	NT17AB3013 (99.58%)	NT20ABA0412 (100.00%)
NT08AB0345	NT16AB3417 (99.86%)	NT17AB3012 (99.14%)	NT20ABA0413 (99.86%)
NT08AB0346	NT16AB3416 (100.00%)		NT20ABA0414 (100.00%)
NT08AB0347	NT16AB3415 (100.00%)	NT17AB3011 (99.70%)	NT20ABA0415 (100.00%)
NT08AB0348	NT16AB3414 (100.00%)	NT17AB3010 (100.00%)	NT20ABA0416 (100.00%)
NT08AB0349	NT16AB3413 (100.00%)	NT17AB3009 (100.00%)	NT20ABA0417 (100.00%)
NT08AB0350	NT16AB3412 (99.64%)	NT17AB3008 (99.10%)	NT20ABA0418 (99.64%)
NT08AB0351	NT16AB3411 (99.08%)	NT17AB3007 (98.85%)	NT20ABA0419 (99.08%)
NT08AB0352	NT16AB3410 (100.00%)	NT17AB3006 (98.77%)	NT20ABA0420 (98.92%)
NT08AB0353	NT16AB3409 (99.60%)	NT17AB3005 (99.51%)	NT20ABA0421 (99.60%)
NT08AB0354	NT16AB3408 (99.49%)	NT17AB3004 (98.99%)	NT20ABA0423 (99.49%)
NT08AB0355	NT16AB3407 (99.34%)	NT17AB3003 (98.69%)	NT20ABA0422 (99.34%)
NT08AB0356	NT16AB3406 (98.95%)	NT17AB3002 (98.95%)	NT20ABA0424 (98.95%)
NT08AB0357	NT16AB3405 (100.00%)	NT17AB3000 (99.12%)	NT20ABA0425 (100.00%)
NT08AB0358	NT16AB3404 (99.82%)	NT17AB2999 (99.19%)	NT20ABA0426 (99.82%)
NT08AB0359	NT16AB3403 (99.24%)	NT17AB2996 (100.00%)	NT20ABA0427 (99.24%)
NT08AB0360	NT16AB3402 (100.00%)	NT17AB2995 (100.00%)	NT20ABA0428 (100.00%)
NT08AB0363	NT16AB3398 (100.00%)	NT17AB2991 (99.38%)	NT20ABA0432 (100.00%)
NT08AB0364	NT16AB3397 (100.00%)	NT17AB2990 (99.80%)	NT20ABA0433 (100.00%)
NT08AB0365	NT16AB3396 (100.00%)	NT17AB2989 (99.84%)	NT20ABA0434 (100.00%)
NT08AB0366			
NT08AB0367	NT16AB3395 (100.00%)	NT17AB2988 (100.00%)	NT20ABA0435 (100.00%)
NT08AB0368	NT16AB3394 (100.00%)	NT17AB2987 (98.51%)	NT20ABA0436 (100.00%)
NT08AB0369	NT16AB3393 (100.00%)	NT17AB2986 (100.00%)	NT20ABA0437 (100.00%)
NT08AB0370	NT16AB3392 (98.29%)	NT17AB2985 (97.14%)	NT20ABA0438 (98.29%)
NT08AB0371	NT16AB3391 (100.00%)	NT17AB2984 (100.00%)	NT20ABA0439 (100.00%)
NT08AB0372	NT16AB3390 (100.00%)	NT17AB2983 (99.18%)	NT20ABA0440 (100.00%)
NT08AB0373	NT16AB3389 (99.79%)	NT17AB2982 (99.46%)	NT20ABA0441 (99.79%)
NT08AB0374	NT16AB3388 (98.70%)	NT17AB2981 (99.13%)	NT20ABA0442 (98.70%)
NT08AB0375	NT16AB3387 (99.80%)	NT17AB2980 (100.00%)	NT20ABA0443 (99.80%)
NT08AB0376	NT16AB3386 (98.83%)	NT17AB2979 (98.83%)	NT20ABA0444 (98.83%)
NT08AB0377	NT16AB3385 (95.23%)	NT17AB2978 (96.17%)	NT20ABA0445 (95.23%)
NT08AB0378	NT16AB3384 (99.44%)	NT17AB2975 (99.63%)	NT20ABA0446 (99.44%)
NT08AB0379	NT16AB3383 (99.55%)	NT17AB2974 (99.10%)	NT20ABA0447 (99.55%)
NT08AB0380	NT16AB3382 (100.00%)	NT17AB2973 (100.00%)	NT20ABA0448 (100.00%)
NT08AB0381	NT16AB3381 (100.00%)	NT17AB2972 (99.15%)	NT20ABA0449 (99.15%)
NT08AB0382	NT16AB3380 (100.00%)	NT17AB2971 (99.79%)	NT20ABA0450 (97.86%)
NT08AB0383	NT16AB3379 (99.40%)	NT17AB2970 (99.40%)	NT20ABA0452 (99.40%)
NT08AB0384	NT16AB3378 (99.27%)	NT17AB2969 (99.09%)	NT20ABA0453 (99.27%)
NT08AB0385			
NT08AB0386			
NT08AB0387	NT16AB3377 (98.76%)	NT17AB2968 (98.57%)	NT20ABA0454 (98.76%)
NT08AB0388	NT16AB3376 (98.97%)	NT17AB2967 (98.90%)	NT20ABA0455 (98.97%)
NT08AB0389	NT16AB3375 (99.31%)	NT17AB2966 (98.84%)	NT20ABA0456 (99.31%)
NT08AB0390	NT16AB3374 (100.00%)	NT17AB2965 (100.00%)	NT20ABA0457 (100.00%)
NT08AB0391	NT16AB3373 (100.00%)	NT17AB2964 (99.71%)	NT20ABA0458 (100.00%)
NT08AB0392	NT16AB3372 (99.50%)	NT17AB2963 (99.71%)	NT20ABA0459 (99.50%)
NT08AB0393	NT16AB3371 (100.00%)	NT17AB2962 (100.00%)	NT20ABA0460 (100.00%)
NT08AB0394	NT16AB3370 (99.06%)	NT17AB2959 (97.31%)	NT20ABA0461 (99.06%)
NT08AB0395	NT16AB3369 (99.50%)	NT17AB2958 (99.01%)	NT20ABA0462 (99.01%)
NT08AB0396	NT16AB3368 (100.00%)	NT17AB2957 (99.31%)	NT20ABA0463 (99.66%)
NT08AB0397	NT16AB3367 (99.84%)	NT17AB2956 (99.51%)	NT20ABA0464 (100.00%)
NT08AB0398	NT16AB3366 (99.19%)	NT17AB2955 (99.06%)	NT20ABA0465 (99.06%)
NT08AB0399	NT16AB3365 (99.75%)	NT17AB2954 (99.22%)	NT20ABA0466 (99.75%)
NT08AB0400	NT16AB3364 (97.93%)	NT17AB2953 (98.45%)	NT20ABA0467 (97.93%)
NT08AB0401	NT16AB3363 (100.00%)	NT17AB2951 (100.00%)	NT20ABA0468 (100.00%)
NT08AB0402	NT16AB3362 (98.21%)	NT17AB2950 (98.21%)	NT20ABA0469 (98.21%)
NT08AB0403	NT16AB3361 (98.99%)	NT17AB2949 (98.39%)	NT20ABA0470 (98.99%)
NT08AB0404	NT16AB3360 (100.00%)	NT17AB2948 (100.00%)	NT20ABA0471 (100.00%)
NT08AB0405	NT16AB3359 (100.00%)	NT17AB2947 (100.00%)	NT20ABA0472 (100.00%)
NT08AB0406	NT16AB3358 (99.21%)		NT20ABA0473 (99.21%)
NT08AB0407			
NT08AB0408	NT16AB3357 (100.00%)	NT17AB2945 (99.17%)	NT20ABA0474 (100.00%)
NT08AB0409	NT16AB3356 (99.51%)	NT17AB2944 (99.51%)	NT20ABA0475 (99.51%)
NT08AB0410	NT16AB3355 (99.65%)	NT17AB2943 (100.00%)	NT20ABA0476 (99.65%)
NT08AB0411			NT20ABA0477 (97.73%)
NT08AB0412	NT16AB3354 (99.40%)	NT17AB2942 (99.58%)	NT20ABA0478 (99.40%)
NT08AB0413	NT16AB3353 (98.82%)	NT17AB2941 (99.11%)	NT20ABA0479 (98.82%)
NT08AB0414	NT16AB3352 (100.00%)	NT17AB2940 (100.00%)	NT20ABA0481 (100.00%)
NT08AB0415	NT16AB3351 (99.53%)	NT17AB2939 (100.00%)	NT20ABA0480 (99.53%)
NT08AB0416	NT16AB3350 (97.14%)	NT17AB2938 (99.52%)	NT20ABA0482 (97.14%)
NT08AB0417	NT16AB3349 (95.51%)	NT17AB2937 (98.96%)	NT20ABA0483 (95.51%)
NT08AB0418	NT16AB3348 (96.32%)	NT17AB2936 (100.00%)	NT20ABA0484 (96.32%)
NT08AB0419	NT16AB3347 (98.41%)	NT17AB2935 (99.21%)	NT20ABA0485 (98.41%)
NT08AB0420	NT16AB3346 (98.18%)	NT17AB2934 (97.27%)	NT20ABA0486 (97.27%)
NT08AB0421	NT16AB3345 (100.00%)	NT17AB2933 (100.00%)	NT20ABA0487 (100.00%)
NT08AB0422	NT16AB3344 (99.77%)	NT17AB2932 (97.83%)	NT20ABA0488 (99.77%)
NT08AB0423	NT16AB3343 (99.52%)	NT17AB2931 (98.74%)	NT20ABA0489 (99.52%)
NT08AB0424	NT16AB3342 (99.52%)	NT17AB2930 (98.56%)	NT20ABA0490 (99.52%)
NT08AB0425	NT16AB3341 (99.77%)	NT17AB2929 (99.30%)	NT20ABA0491 (99.77%)
NT08AB0426	NT16AB3340 (100.00%)	NT17AB2928 (100.00%)	NT20ABA0492 (100.00%)
NT08AB0427	NT16AB3339 (97.66%)	NT17AB2927 (97.92%)	NT20ABA0493 (97.66%)
NT08AB0428	NT16AB3338 (97.21%)	NT17AB2926 (98.01%)	NT20ABA0494 (97.21%)
NT08AB0429	NT16AB3337 (100.00%)	NT17AB2925 (99.66%)	NT20ABA0495 (100.00%)
NT08AB0432	NT16AB3334 (99.67%)	NT17AB2922 (99.51%)	NT20ABA0497 (99.67%)
NT08AB0433	NT16AB3333 (99.73%)	NT17AB2921 (99.73%)	NT20ABA0498 (99.73%)
NT08AB0434	NT16AB3332 (100.00%)		NT20ABA0499 (100.00%)
NT08AB0435	NT16AB3330 (100.00%)	NT17AB2920 (98.40%)	NT20ABA0501 (100.00%)
NT08AB0436			
NT08AB0437	NT16AB3329 (99.55%)	NT17AB2919 (99.55%)	NT20ABA0502 (99.11%)
NT08AB0438	NT16AB3328 (100.00%)		NT20ABA0503 (99.57%)
NT08AB0439	NT16AB3327 (99.00%)		NT20ABA0504 (99.00%)
NT08AB0440	NT16AB3326 (100.00%)		NT20ABA0505 (100.00%)
NT08AB0441	NT16AB3325 (99.67%)		NT20ABA0506 (99.67%)
NT08AB0442	NT16AB3324 (99.71%)		NT20ABA0507 (99.71%)
NT08AB0443	NT16AB3323 (99.44%)		NT20ABA0508 (99.44%)
NT08AB0444	NT16AB3322 (99.86%)	NT17AB2916 (99.86%)	NT20ABA0509 (99.87%)
NT08AB0445	NT16AB3321 (100.00%)	NT17AB2915 (100.00%)	NT20ABA0510 (100.00%)
NT08AB0446	NT16AB3320 (100.00%)	NT17AB2914 (99.54%)	NT20ABA0511 (100.00%)
NT08AB0447	NT16AB3319 (100.00%)	NT17AB2913 (99.30%)	NT20ABA0512 (100.00%)
NT08AB0448	NT16AB3318 (100.00%)	NT17AB2912 (100.00%)	NT20ABA0513 (100.00%)
NT08AB0449	NT16AB3317 (99.36%)	NT17AB2911 (98.94%)	NT20ABA0514 (99.15%)
NT08AB0450	NT16AB3316 (100.00%)	NT17AB2910 (100.00%)	NT20ABA0515 (100.00%)
NT08AB0451	NT16AB3315 (99.41%)	NT17AB2909 (98.82%)	NT20ABA0516 (100.00%)
NT08AB0452	NT16AB3314 (100.00%)	NT17AB2908 (100.00%)	NT20ABA0517 (100.00%)
NT08AB0453	NT16AB3313 (97.52%)	NT17AB2907 (98.35%)	NT20ABA0518 (97.12%)
NT08AB0454	NT16AB3312 (97.54%)		NT20ABA0519 (97.54%)
NT08AB0455	NT16AB3311 (100.00%)	NT17AB2906 (98.63%)	NT20ABA0520 (100.00%)
NT08AB0456	NT16AB3310 (100.00%)	NT17AB2905 (99.40%)	NT20ABA0521 (100.00%)
NT08AB0457	NT16AB3309 (98.49%)	NT17AB2904 (99.25%)	NT20ABA0522 (98.49%)
NT08AB0458	NT16AB3308 (98.76%)	NT17AB2903 (97.83%)	NT20ABA0523 (98.76%)
NT08AB0459	NT16AB3307 (95.48%)	NT17AB2901 (93.00%)	NT20ABA0524 (95.48%)
NT08AB0460	NT16AB3306 (97.58%)	NT17AB2900 (97.14%)	NT20ABA0526 (96.50%)
NT08AB0461	NT16AB3305 (100.00%)	NT17AB2899 (99.44%)	NT20ABA0527 (100.00%)
NT08AB0462	NT16AB3304 (99.73%)	NT17AB2898 (99.46%)	NT20ABA0528 (99.73%)
NT08AB0463	NT16AB3303 (100.00%)	NT17AB2897 (100.00%)	NT20ABA0529 (100.00%)
NT08AB0464	NT16AB3302 (97.81%)	NT17AB2896 (97.79%)	NT20ABA0530 (98.08%)
NT08AB0465	NT16AB3301 (100.00%)	NT17AB2895 (99.36%)	NT20ABA0531 (100.00%)
NT08AB0466	NT16AB3300 (99.52%)	NT17AB2894 (97.62%)	NT20ABA0532 (99.52%)
NT08AB0467	NT16AB3299 (99.69%)	NT17AB2893 (99.53%)	NT20ABA0536 (99.76%)
NT08AB0468	NT16AB3298 (100.00%)	NT17AB2892 (100.00%)	NT20ABA0537 (100.00%)
NT08AB0469	NT16AB3297 (97.62%)	NT17AB2891 (98.21%)	NT20ABA0538 (97.62%)
NT08AB0470	NT16AB3296 (100.00%)	NT17AB2890 (100.00%)	NT20ABA0539 (100.00%)
NT08AB0471	NT16AB3295 (100.00%)	NT17AB2889 (100.00%)	NT20ABA0540 (100.00%)
NT08AB0472	NT16AB3294 (99.89%)	NT17AB2888 (99.89%)	NT20ABA0541 (99.89%)
NT08AB0473	NT16AB3293 (97.62%)	NT17AB2887 (97.96%)	NT20ABA0542 (97.62%)
NT08AB0474	NT16AB3292 (98.42%)	NT17AB2886 (98.95%)	NT20ABA0543 (98.42%)
NT08AB0475	NT16AB3291 (99.54%)	NT17AB2885 (98.94%)	NT20ABA0544 (99.54%)
NT08AB0476	NT16AB3290 (100.00%)	NT17AB2884 (98.73%)	NT20ABA0545 (100.00%)
NT08AB0477	NT16AB3289 (98.15%)	NT17AB2883 (96.30%)	NT20ABA0546 (98.15%)
NT08AB0478	NT16AB3288 (100.00%)	NT17AB2882 (98.87%)	NT20ABA0547 (100.00%)
NT08AB0479	NT16AB3287 (100.00%)	NT17AB2881 (98.91%)	NT20ABA0548 (100.00%)
NT08AB0480	NT16AB3286 (100.00%)	NT17AB2880 (100.00%)	NT20ABA0549 (100.00%)
NT08AB0481	NT16AB3285 (100.00%)	NT17AB2879 (100.00%)	NT20ABA0550 (100.00%)
NT08AB0482	NT16AB3284 (100.00%)		NT20ABA0551 (100.00%)
NT08AB0483	NT16AB3283 (99.79%)	NT17AB2878 (99.59%)	NT20ABA0552 (99.79%)
NT08AB0484	NT16AB3282 (100.00%)	NT17AB2877 (99.42%)	NT20ABA0553 (100.00%)
NT08AB0485	NT16AB3281 (100.00%)	NT17AB2876 (99.65%)	NT20ABA0554 (100.00%)
NT08AB0486	NT16AB3280 (99.60%)	NT17AB2875 (95.80%)	NT20ABA0555 (99.20%)
NT08AB0487	NT16AB3279 (100.00%)	NT17AB2874 (100.00%)	NT20ABA0556 (100.00%)
NT08AB0488	NT16AB3278 (100.00%)	NT17AB2873 (99.25%)	NT20ABA0557 (100.00%)
NT08AB0489	NT16AB3277 (99.42%)	NT17AB2872 (98.27%)	NT20ABA0558 (99.42%)
NT08AB0490	NT16AB3276 (99.70%)	NT17AB2871 (99.66%)	NT20ABA0559 (99.70%)
NT08AB0491	NT16AB3275 (100.00%)	NT17AB2870 (100.00%)	NT20ABA0560 (100.00%)
NT08AB0492	NT16AB3274 (99.29%)	NT17AB2869 (98.93%)	NT20ABA0561 (99.29%)
NT08AB0493	NT16AB3273 (95.83%)	NT17AB2868 (94.59%)	NT20ABA0562 (95.83%)
NT08AB0494	NT16AB3272 (100.00%)	NT17AB2867 (97.44%)	NT20ABA0563 (100.00%)
NT08AB0495	NT16AB3271 (100.00%)	NT17AB2866 (98.79%)	NT20ABA0564 (100.00%)
NT08AB0496	NT16AB3270 (99.61%)	NT17AB2865 (99.23%)	NT20ABA0565 (99.61%)
NT08AB0497	NT16AB3269 (91.38%)	NT17AB2864 (98.97%)	NT20ABA0566 (90.34%)
NT08AB0498	NT16AB3268 (99.45%)	NT17AB2861 (98.95%)	NT20ABA0587 (99.45%)
NT08AB0499	NT16AB3260 (99.61%)	NT17AB2860 (100.00%)	NT20ABA0588 (100.00%)
NT08AB0500	NT16AB3259 (96.55%)	NT17AB2859 (96.43%)	NT20ABA0589 (96.55%)
NT08AB0501	NT16AB3258 (100.00%)	NT17AB2858 (98.61%)	NT20ABA0590 (100.00%)
NT08AB0502	NT16AB3257 (98.96%)	NT17AB2857 (97.92%)	NT20ABA0591 (98.27%)
NT08AB0503	NT16AB3256 (99.03%)	NT17AB2854 (98.54%)	NT20ABA0592 (99.03%)
NT08AB0504	NT16AB3255 (100.00%)	NT17AB2853 (100.00%)	NT20ABA0593 (100.00%)
NT08AB0505	NT16AB3254 (100.00%)	NT17AB2852 (100.00%)	NT20ABA0594 (100.00%)
NT08AB0506	NT16AB3253 (99.48%)	NT17AB2851 (99.74%)	NT20ABA0595 (99.48%)
NT08AB0507	NT16AB3252 (100.00%)	NT17AB2850 (100.00%)	NT20ABA0596 (100.00%)
NT08AB0508	NT16AB3251 (72.25%)	NT17AB2849 (99.56%)	NT20ABA0597 (72.25%)
NT08AB0509	NT16AB3250 (59.47%)	NT17AB2848 (99.59%)	NT20ABA0598 (59.47%)
NT08AB0510	NT16AB3249 (100.00%)	NT17AB2847 (99.77%)	NT20ABA0599 (100.00%)
NT08AB0511	NT16AB3248 (100.00%)	NT17AB2846 (100.00%)	NT20ABA0600 (100.00%)
NT08AB0512	NT16AB3247 (100.00%)	NT17AB2845 (100.00%)	NT20ABA0601 (100.00%)
NT08AB0513	NT16AB3246 (100.00%)	NT17AB2844 (97.90%)	NT20ABA0602 (100.00%)
NT08AB0514			
NT08AB0515	NT16AB3245 (87.78%)	NT17AB2843 (79.63%)	NT20ABA0603 (87.78%)
NT08AB0516	NT16AB3244 (99.80%)	NT17AB2842 (99.79%)	NT20ABA0604 (99.80%)
NT08AB0517	NT16AB3243 (99.58%)	NT17AB2841 (97.17%)	NT20ABA0605 (99.58%)
NT08AB0518	NT16AB3242 (100.00%)		NT20ABA0606 (99.75%)
NT08AB0519	NT16AB3241 (100.00%)	NT17AB2839 (99.35%)	NT20ABA0607 (100.00%)
NT08AB0520	NT16AB3240 (100.00%)	NT17AB2838 (100.00%)	NT20ABA0608 (99.51%)
NT08AB0521	NT16AB3239 (99.49%)	NT17AB2837 (98.73%)	NT20ABA0609 (99.49%)
NT08AB0522	NT16AB3238 (99.39%)	NT17AB2836 (99.39%)	NT20ABA0610 (99.39%)
NT08AB0523	NT16AB3237 (98.99%)	NT17AB2833 ( 0.00%)	NT20ABA0611 (98.99%)
NT08AB0524			
NT08AB0525	NT16AB3236 (99.52%)	NT17AB2832 (98.81%)	NT20ABA0612 (99.52%)
NT08AB0526	NT16AB3235 (99.08%)	NT17AB2831 (98.40%)	NT20ABA0613 (99.08%)
NT08AB0527	NT16AB3234 (98.93%)	NT17AB2830 (97.79%)	NT20ABA0614 (98.93%)
NT08AB0528	NT16AB3233 (98.53%)	NT17AB2829 (98.82%)	NT20ABA0615 (98.53%)
NT08AB0529	NT16AB3232 (100.00%)	NT17AB2828 (100.00%)	NT20ABA0616 (100.00%)
NT08AB0530	NT16AB3231 (99.59%)	NT17AB2827 (99.18%)	NT20ABA0617 (99.59%)
NT08AB0531			
NT08AB0532	NT16AB3230 (100.00%)	NT17AB2826 (98.70%)	NT20ABA0618 (100.00%)
NT08AB0533	NT16AB3229 (92.06%)	NT17AB2825 (90.48%)	NT20ABA0619 (92.06%)
NT08AB0534	NT16AB3228 (100.00%)	NT17AB2824 (100.00%)	NT20ABA0620 (100.00%)
NT08AB0535	NT16AB3227 (100.00%)	NT17AB2823 (99.75%)	NT20ABA0621 (100.00%)
NT08AB0536	NT16AB3226 (98.82%)	NT17AB2822 (99.49%)	NT20ABA0622 (98.82%)
NT08AB0537	NT16AB3225 (100.00%)	NT17AB2820 (99.62%)	NT20ABA0623 (100.00%)
NT08AB0538	NT16AB3224 (100.00%)	NT17AB2819 (100.00%)	NT20ABA0624 (100.00%)
NT08AB0539	NT16AB3223 (97.21%)	NT17AB2818 (96.74%)	NT20ABA0625 (96.98%)
NT08AB0540	NT16AB3222 (100.00%)	NT17AB2817 (100.00%)	NT20ABA0626 (100.00%)
NT08AB0541	NT16AB3221 (100.00%)	NT17AB2816 (99.48%)	NT20ABA0627 (100.00%)
NT08AB0542	NT16AB3220 (100.00%)	NT17AB2815 (99.79%)	NT20ABA0628 (99.79%)
NT08AB0543			
NT08AB0544			
NT08AB0545			
NT08AB0546			
NT08AB0547			
NT08AB0548			
NT08AB0549			
NT08AB0550			
NT08AB0551			
NT08AB0552			
NT08AB0553			
NT08AB0554			
NT08AB0555			
NT08AB0556			
NT08AB0557			
NT08AB0558			
NT08AB0559			
NT08AB0560			
NT08AB0561			
NT08AB0562			
NT08AB0563	NT16AB3219 (88.53%)	NT17AB2813 (82.57%)	NT20ABA0629 (88.53%)
NT08AB0564	NT16AB3218 (100.00%)	NT17AB2812 (100.00%)	NT20ABA0630 (100.00%)
NT08AB0565	NT16AB3217 (100.00%)	NT17AB2811 (100.00%)	NT20ABA0631 (100.00%)
NT08AB0566	NT16AB3216 (100.00%)	NT17AB2810 (99.13%)	NT20ABA0632 (100.00%)
NT08AB0567	NT16AB3215 (100.00%)	NT17AB2809 (99.15%)	NT20ABA0633 (100.00%)
NT08AB0568	NT16AB3214 (100.00%)	NT17AB2808 (100.00%)	NT20ABA0634 (100.00%)
NT08AB0569	NT16AB3213 (99.59%)	NT17AB2807 (100.00%)	NT20ABA0635 (99.59%)
NT08AB0570	NT16AB3212 (99.65%)	NT17AB2806 (99.25%)	NT20ABA0636 (99.65%)
NT08AB0571	NT16AB3211 (98.72%)	NT17AB2805 (98.44%)	NT20ABA0637 (98.72%)
NT08AB0572	NT16AB3210 (100.00%)	NT17AB2804 (99.85%)	NT20ABA0638 (100.00%)
NT08AB0573			
NT08AB0574	NT16AB3209 (100.00%)	NT17AB2803 (98.90%)	NT20ABA0639 (100.00%)
NT08AB0575	NT16AB3208 (100.00%)	NT17AB2802 (100.00%)	NT20ABA0640 (100.00%)
NT08AB0576	NT16AB3207 (99.41%)	NT17AB2801 (100.00%)	NT20ABA0641 (99.41%)
NT08AB0577			
NT08AB0578	NT16AB3206 (99.44%)	NT17AB2800 (99.06%)	NT20ABA0642 (99.44%)
NT08AB0579	NT16AB3205 (98.20%)	NT17AB2799 (98.20%)	NT20ABA0643 (98.20%)
NT08AB0580	NT16AB3204 (100.00%)	NT17AB2798 (100.00%)	NT20ABA0644 (98.61%)
NT08AB0581	NT16AB3203 (100.00%)	NT17AB2797 (99.39%)	NT20ABA0645 (100.00%)
NT08AB0582	NT16AB3202 (100.00%)	NT17AB2796 (100.00%)	NT20ABA0646 (100.00%)
NT08AB0583	NT16AB3201 (100.00%)	NT17AB2795 (98.17%)	NT20ABA0647 (100.00%)
NT08AB0584	NT16AB3200 (92.16%)		NT20ABA0648 (92.16%)
NT08AB0585	NT16AB3199 (99.47%)		NT20ABA0649 (99.47%)
NT08AB0586	NT16AB3198 (99.30%)		NT20ABA0650 (98.96%)
NT08AB0587		NT17AB1311 (73.22%)	NT20ABA1197 (76.55%)
NT08AB0588			
NT08AB0589			
NT08AB0590			
NT08AB0591	NT16AB3197 (99.62%)	NT17AB2789 (99.25%)	NT20ABA0651 (99.62%)
NT08AB0592			
NT08AB0593	NT16AB3196 (99.42%)	NT17AB2788 (98.84%)	NT20ABA0653 (100.00%)
NT08AB0594	NT16AB3195 (99.04%)	NT17AB2787 (96.94%)	NT20ABA0654 (99.04%)
NT08AB0595	NT16AB3194 (97.40%)	NT17AB2786 (97.03%)	NT20ABA0655 (97.40%)
NT08AB0596	NT16AB3193 (99.67%)	NT17AB2785 (99.46%)	NT20ABA0656 (99.67%)
NT08AB0597	NT16AB3192 (99.60%)	NT17AB2783 (98.82%)	NT20ABA0657 (99.60%)
NT08AB0598	NT16AB3191 (97.50%)		NT20ABA0658 (97.50%)
NT08AB0599	NT16AB3190 (97.99%)	NT17AB2782 (97.64%)	NT20ABA0659 (97.99%)
NT08AB0600	NT16AB3189 (100.00%)	NT17AB2781 (100.00%)	NT20ABA0660 (100.00%)
NT08AB0601	NT16AB3188 (99.39%)	NT17AB2780 (99.69%)	NT20ABA0662 (99.39%)
NT08AB0602	NT16AB3163 (99.49%)	NT17AB2779 (98.98%)	NT20ABA0687 (99.49%)
NT08AB0603	NT16AB3162 (97.78%)	NT17AB2778 (98.52%)	NT20ABA0688 (97.78%)
NT08AB0604	NT16AB3161 (98.38%)	NT17AB2777 (98.05%)	NT20ABA0689 (98.38%)
NT08AB0605	NT16AB3160 (99.73%)	NT17AB2776 (99.47%)	NT20ABA0690 (99.73%)
NT08AB0606	NT16AB3159 (100.00%)	NT17AB2775 (100.00%)	NT20ABA0691 (100.00%)
NT08AB0607	NT16AB3158 (99.79%)	NT17AB2774 (99.59%)	NT20ABA0692 (99.79%)
NT08AB0608	NT16AB3157 (98.90%)	NT17AB2773 (97.07%)	NT20ABA0693 (98.90%)
NT08AB0609	NT16AB3156 (99.15%)	NT17AB2771 (99.15%)	NT20ABA0694 (99.15%)
NT08AB0610	NT16AB3155 (99.62%)	NT17AB2770 (100.00%)	NT20ABA0695 (99.62%)
NT08AB0611	NT16AB3154 (98.96%)	NT17AB2769 (98.26%)	NT20ABA0696 (98.96%)
NT08AB0612	NT16AB3153 (99.62%)	NT17AB2768 (99.62%)	NT20ABA0697 (99.62%)
NT08AB0613	NT16AB3152 (99.89%)	NT17AB2767 (99.34%)	NT20ABA0698 (99.82%)
NT08AB0614	NT16AB3151 (100.00%)	NT17AB2766 (99.34%)	NT20ABA0700 (100.00%)
NT08AB0615	NT16AB3150 (99.63%)	NT17AB2765 (99.63%)	NT20ABA0701 (99.63%)
NT08AB0616	NT16AB3149 (97.80%)	NT17AB2764 (100.00%)	NT20ABA0702 (97.80%)
NT08AB0617			
NT08AB0618	NT16AB3148 (100.00%)	NT17AB2763 (100.00%)	NT20ABA0703 (100.00%)
NT08AB0619	NT16AB3147 (99.22%)	NT17AB2760 (98.60%)	NT20ABA0704 (98.83%)
NT08AB0620	NT16AB3146 (98.51%)	NT17AB2759 (99.25%)	NT20ABA0705 (98.13%)
NT08AB0621	NT16AB3145 (95.59%)	NT17AB2758 (95.83%)	NT20ABA0706 (95.59%)
